,country_id,country,month_id,year,month,main_mean
376,237,Kenya,537,2024,9,11.1067
377,242,Tanzania,537,2024,9,0.1004
378,243,Morocco,537,2024,9,0.2159
379,244,Mauritania,537,2024,9,1.1376
380,245,Sudan,537,2024,9,420.2499
381,246,South Sudan,537,2024,9,1.2587
382,1,Guyana,538,2024,10,0.0179
383,2,Suriname,538,2024,10,0.0135
384,3,Trinidad and Tobago,538,2024,10,0.0314
385,4,Venezuela,538,2024,10,0.1866
386,5,Samoa,538,2024,10,0.0127
387,6,Tonga,538,2024,10,0.0129
388,7,Argentina,538,2024,10,0.0178
389,8,Bolivia,538,2024,10,0.0389
390,9,Brazil,538,2024,10,7.0468
391,10,Chile,538,2024,10,0.1494
392,11,Ecuador,538,2024,10,0.5547
393,12,Paraguay,538,2024,10,0.0066
394,13,Peru,538,2024,10,0.341
395,14,Uruguay,538,2024,10,0.0102
396,16,Guatemala,538,2024,10,0.0263
397,17,Mexico,538,2024,10,2.1725
398,18,Barbados,538,2024,10,0.0026
399,19,Dominica,538,2024,10,0.0039
400,20,Grenada,538,2024,10,0.0038
401,21,St. Lucia,538,2024,10,0.0038
402,22,St. Vincent and the Grenadines,538,2024,10,0.0036
403,23,Dominican Republic,538,2024,10,0.0179
404,24,Haiti,538,2024,10,4.6243
405,25,Jamaica,538,2024,10,0.0093
406,26,Bahamas,538,2024,10,0.0036
407,27,Belize,538,2024,10,0.0141
408,28,Colombia,538,2024,10,14.1726
409,29,Costa Rica,538,2024,10,0.0123
410,30,Cuba,538,2024,10,0.01
411,31,El Salvador,538,2024,10,0.0176
412,32,Honduras,538,2024,10,0.0403
413,33,Nicaragua,538,2024,10,0.0084
414,34,Panama,538,2024,10,0.0063
415,35,Antigua and Barbuda,538,2024,10,0.004
416,36,St. Kitts and Nevis,538,2024,10,0.0039
417,37,Iceland,538,2024,10,0.0113
418,38,Ireland,538,2024,10,0.0077
419,39,United Kingdom,538,2024,10,0.0026
420,40,Cape Verde,538,2024,10,0.0139
421,41,Cote d'Ivoire,538,2024,10,0.1351
422,42,Ghana,538,2024,10,0.0513
423,43,Liberia,538,2024,10,0.0112
424,45,Portugal,538,2024,10,0.007
425,46,Spain,538,2024,10,0.0039
426,47,Burkina Faso,538,2024,10,381.5242
427,48,Guinea,538,2024,10,0.0214
428,49,Guinea-Bissau,538,2024,10,0.0188
429,50,Mali,538,2024,10,86.9387
430,52,Senegal,538,2024,10,0.0161
431,53,Sierra Leone,538,2024,10,0.0319
432,54,The Gambia,538,2024,10,0.0102
433,55,Djibouti,538,2024,10,0.1459
434,56,Eritrea,538,2024,10,0.0449
435,57,Ethiopia,538,2024,10,714.5825
436,58,Mongolia,538,2024,10,0.0244
437,60,Iraq,538,2024,10,28.068
438,62,Jordan,538,2024,10,0.0843
439,63,Kazakhstan,538,2024,10,0.0054
440,64,Norway,538,2024,10,0.0262
441,65,Russia,538,2024,10,50.9061
442,66,Sweden,538,2024,10,0.0149
443,67,Algeria,538,2024,10,0.8843
444,69,Cameroon,538,2024,10,22.8543
445,70,Central African Republic,538,2024,10,15.0535
446,73,Tunisia,538,2024,10,0.2357
447,74,Benin,538,2024,10,6.4516
448,76,Equatorial Guinea,538,2024,10,0.0293
449,77,Kiribati,538,2024,10,0.0133
450,78,Niger,538,2024,10,134.5433
451,79,Nigeria,538,2024,10,555.0794
452,80,Sao Tome and Principe,538,2024,10,0.0239
453,81,Togo,538,2024,10,2.9156
454,82,Albania,538,2024,10,0.0055
455,83,Bosnia and Herzegovina,538,2024,10,0.0029
456,84,Croatia,538,2024,10,0.0032
457,85,Italy,538,2024,10,0.0083
458,86,Macedonia,538,2024,10,0.0028
459,87,Malta,538,2024,10,0.0024
460,89,Bulgaria,538,2024,10,0.012
461,90,Cyprus,538,2024,10,0.0028
462,92,Georgia,538,2024,10,0.0091
463,93,Greece,538,2024,10,0.0205
464,94,Lebanon,538,2024,10,29.8422
465,96,Turkey,538,2024,10,0.8735
466,97,Austria,538,2024,10,0.0078
467,98,Czech Republic,538,2024,10,0.0042
468,99,Denmark,538,2024,10,0.016
469,100,Hungary,538,2024,10,0.0222
470,101,Poland,538,2024,10,0.0978
471,102,Slovakia,538,2024,10,0.0025
472,103,Slovenia,538,2024,10,0.0149
473,104,Belgium,538,2024,10,0.0065
474,105,France,538,2024,10,0.0135
475,107,Luxembourg,538,2024,10,0.0021
476,108,Netherlands,538,2024,10,0.006
477,109,Switzerland,538,2024,10,0.0063
478,110,Belarus,538,2024,10,0.0249
479,111,Estonia,538,2024,10,0.0001
480,112,Finland,538,2024,10,0.027
481,113,Latvia,538,2024,10,0.0024
482,114,Lithuania,538,2024,10,0.0019
483,115,Moldova,538,2024,10,0.0008
484,116,Romania,538,2024,10,0.0068
485,117,Ukraine,538,2024,10,11903.8139
486,118,Maldives,538,2024,10,0.0137
487,119,Oman,538,2024,10,1.6801
488,120,Somalia,538,2024,10,290.5394
489,121,Sri Lanka,538,2024,10,0.0047
490,122,Turkmenistan,538,2024,10,0.0107
491,123,Uzbekistan,538,2024,10,0.0258
492,124,Yemen,538,2024,10,40.1062
493,125,Armenia,538,2024,10,0.2849
494,126,Azerbaijan,538,2024,10,0.6209
495,127,Bahrain,538,2024,10,0.0145
496,128,Iran,538,2024,10,2.9091
497,129,Kuwait,538,2024,10,0.0266
498,130,Qatar,538,2024,10,0.0828
499,131,Saudi Arabia,538,2024,10,0.5059
500,132,United Arab Emirates,538,2024,10,0.0246
501,133,Afghanistan,538,2024,10,27.2081
502,134,Kyrgyzstan,538,2024,10,0.1432
503,135,Nepal,538,2024,10,0.0057
504,136,Pakistan,538,2024,10,150.5204
505,137,Tajikistan,538,2024,10,0.1705
506,138,Bangladesh,538,2024,10,2.613
507,139,Bhutan,538,2024,10,0.0296
508,140,Brunei,538,2024,10,0.0018
509,142,Japan,538,2024,10,0.0173
510,143,North Korea,538,2024,10,0.0615
511,144,Palau,538,2024,10,0.0016
512,145,Philippines,538,2024,10,17.9032
513,146,South Korea,538,2024,10,0.0183
514,147,Cambodia,538,2024,10,0.013
515,148,Laos,538,2024,10,0.0315
516,149,Myanmar,538,2024,10,412.0132
517,150,Thailand,538,2024,10,2.8844
518,151,Vietnam,538,2024,10,0.0246
519,152,Marshall Is.,538,2024,10,0.0012
520,153,Micronesia,538,2024,10,0.0013
521,154,Botswana,538,2024,10,0.0183
522,155,Burundi,538,2024,10,3.8009
523,156,Rwanda,538,2024,10,0.0426
524,157,Zambia,538,2024,10,0.0571
525,158,Zimbabwe,538,2024,10,0.0495
526,159,Comoros,538,2024,10,0.27
527,160,Lesotho,538,2024,10,0.0191
528,161,Malawi,538,2024,10,0.0576
529,162,Mozambique,538,2024,10,12.4811
530,163,South Africa,538,2024,10,0.5028
531,164,Swaziland,538,2024,10,0.3629
532,165,Angola,538,2024,10,1.0349
533,166,Congo,538,2024,10,0.0323
534,167,"Congo, DRC",538,2024,10,107.6692
535,168,Fiji,538,2024,10,0.0156
536,169,Gabon,538,2024,10,0.0343
537,170,Namibia,538,2024,10,0.0061
538,171,New Zealand,538,2024,10,0.0159
539,172,Madagascar,538,2024,10,0.1601
540,173,Mauritius,538,2024,10,0.0627
541,174,Seychelles,538,2024,10,0.0119
542,176,Timor Leste,538,2024,10,0.0027
543,177,Australia,538,2024,10,0.0238
544,178,Nauru,538,2024,10,0.0144
545,179,Papua New Guinea,538,2024,10,0.0719
546,180,Solomon Is.,538,2024,10,0.0143
547,181,Tuvalu,538,2024,10,0.0129
548,182,Vanuatu,538,2024,10,0.0199
549,183,Canada,538,2024,10,0.0095
550,184,Germany,538,2024,10,0.0035
551,198,Taiwan,538,2024,10,0.1335
552,199,China,538,2024,10,0.1025
553,205,Malaysia,538,2024,10,0.0375
554,206,Singapore,538,2024,10,0.0176
555,209,Indonesia,538,2024,10,4.0293
556,213,Libya,538,2024,10,0.3623
557,214,Chad,538,2024,10,2.1249
558,218,Israel,538,2024,10,8209.7829
559,220,Syria,538,2024,10,207.1407
560,222,Egypt,538,2024,10,0.3536
561,223,India,538,2024,10,45.5926
562,231,Montenegro,538,2024,10,0.0055
563,232,Kosovo,538,2024,10,0.018
564,233,Serbia,538,2024,10,0.0047
565,234,United States,538,2024,10,0.369
566,235,Uganda,538,2024,10,0.7351
567,237,Kenya,538,2024,10,11.2761
568,242,Tanzania,538,2024,10,0.081
569,243,Morocco,538,2024,10,0.258
570,244,Mauritania,538,2024,10,1.307
571,245,Sudan,538,2024,10,330.4071
572,246,South Sudan,538,2024,10,1.3819
573,1,Guyana,539,2024,11,0.0173
574,2,Suriname,539,2024,11,0.0076
575,3,Trinidad and Tobago,539,2024,11,0.0242
576,4,Venezuela,539,2024,11,0.2821
577,5,Samoa,539,2024,11,0.0066
578,6,Tonga,539,2024,11,0.0062
579,7,Argentina,539,2024,11,0.0096
580,8,Bolivia,539,2024,11,0.0691
581,9,Brazil,539,2024,11,6.5724
582,10,Chile,539,2024,11,0.1142
583,11,Ecuador,539,2024,11,0.4292
584,12,Paraguay,539,2024,11,0.0115
585,13,Peru,539,2024,11,0.4231
586,14,Uruguay,539,2024,11,0.0015
587,16,Guatemala,539,2024,11,0.0237
588,17,Mexico,539,2024,11,3.1275
589,18,Barbados,539,2024,11,0.0013
590,19,Dominica,539,2024,11,0.007
591,20,Grenada,539,2024,11,0.0067
592,21,St. Lucia,539,2024,11,0.0047
593,22,St. Vincent and the Grenadines,539,2024,11,0.0045
594,23,Dominican Republic,539,2024,11,0.0123
595,24,Haiti,539,2024,11,5.6434
596,25,Jamaica,539,2024,11,0.0064
597,26,Bahamas,539,2024,11,0.0048
598,27,Belize,539,2024,11,0.0102
599,28,Colombia,539,2024,11,14.6923
600,29,Costa Rica,539,2024,11,0.0101
601,30,Cuba,539,2024,11,0.0103
602,31,El Salvador,539,2024,11,0.0185
603,32,Honduras,539,2024,11,0.0412
604,33,Nicaragua,539,2024,11,0.0177
605,34,Panama,539,2024,11,0.0039
606,35,Antigua and Barbuda,539,2024,11,0.0051
607,36,St. Kitts and Nevis,539,2024,11,0.0051
608,37,Iceland,539,2024,11,0.0037
609,38,Ireland,539,2024,11,0.0056
610,39,United Kingdom,539,2024,11,0.0027
611,40,Cape Verde,539,2024,11,0.0051
612,41,Cote d'Ivoire,539,2024,11,0.1561
613,42,Ghana,539,2024,11,0.059
614,43,Liberia,539,2024,11,0.0063
615,45,Portugal,539,2024,11,0.0035
616,46,Spain,539,2024,11,0.0022
617,47,Burkina Faso,539,2024,11,442.3157
618,48,Guinea,539,2024,11,0.0451
619,49,Guinea-Bissau,539,2024,11,0.0161
620,50,Mali,539,2024,11,100.181
621,52,Senegal,539,2024,11,0.03
622,53,Sierra Leone,539,2024,11,0.0728
623,54,The Gambia,539,2024,11,0.0063
624,55,Djibouti,539,2024,11,0.185
625,56,Eritrea,539,2024,11,0.0526
626,57,Ethiopia,539,2024,11,590.356
627,58,Mongolia,539,2024,11,0.0142
628,60,Iraq,539,2024,11,37.4731
629,62,Jordan,539,2024,11,0.1047
630,63,Kazakhstan,539,2024,11,0.0097
631,64,Norway,539,2024,11,0.0051
632,65,Russia,539,2024,11,50.7612
633,66,Sweden,539,2024,11,0.0051
634,67,Algeria,539,2024,11,0.9681
635,69,Cameroon,539,2024,11,29.0135
636,70,Central African Republic,539,2024,11,13.6046
637,73,Tunisia,539,2024,11,0.4097
638,74,Benin,539,2024,11,6.2186
639,76,Equatorial Guinea,539,2024,11,0.0271
