country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
220,Syria,2025,10920.1474,2035.0,436.6165798525798,conflict
136,Pakistan,2025,4207.936,1358.0,209.8627393225331,conflict
133,Afghanistan,2025,550.8608,180.0,206.03377777777777,conflict
120,Somalia,2025,5355.6657000000005,1865.0,187.16706166219842,conflict
223,India,2025,926.9484,381.0,143.29354330708662,conflict
9,Brazil,2025,59.7261,25.0,138.9044,conflict
17,Mexico,2025,58.0416,25.0,132.1664,conflict
60,Iraq,2025,671.0153,314.0,113.69914012738856,conflict
50,Mali,2025,2053.2342,1094.0,87.68137111517366,conflict
79,Nigeria,2025,5770.2880000000005,3414.0,69.0183948447569,conflict
167,"Congo, DRC",2025,1264.0158000000001,783.0,61.43241379310347,conflict
138,Bangladesh,2025,62.1363,39.0,59.32384615384615,conflict
28,Colombia,2025,230.8241,152.0,51.857960526315786,conflict
162,Mozambique,2025,211.5371,157.0,34.73700636942676,conflict
145,Philippines,2025,306.8206,232.0,32.25025862068966,conflict
69,Cameroon,2025,415.0584,315.0,31.76457142857143,conflict
124,Yemen,2025,752.8939,583.0,29.141320754716986,conflict
78,Niger,2025,1120.4646,868.0,29.085783410138248,conflict
57,Ethiopia,2025,3365.9590000000003,2612.0,28.865199081163873,conflict
237,Kenya,2025,136.2732,111.0,22.76864864864865,conflict
149,Myanmar,2025,2970.6374,2581.0,15.096373498643938,conflict
245,Sudan,2025,4217.28,3801.0,10.95185477505919,conflict
150,Thailand,2025,34.2841,33.0,3.891212121212128,conflict
47,Burkina Faso,2025,2680.7847,2863.0,-6.364488298987071,conflict
65,Russia,2025,835.8305,913.0,-8.452300109529022,conflict
246,South Sudan,2025,21.8335,26.0,-16.025,no-conflict
70,Central African Republic,2025,249.2809,303.0,-17.729075907590758,conflict
74,Benin,2025,50.7123,71.0,-28.574225352112677,conflict
209,Indonesia,2025,35.8513,63.0,-43.0931746031746,conflict
94,Lebanon,2025,857.6817,1602.0,-46.46181647940075,conflict
24,Haiti,2025,78.2901,171.0,-54.21631578947369,conflict
214,Chad,2025,35.9288,85.0,-57.73082352941176,conflict
155,Burundi,2025,21.8549,60.0,-63.57516666666666,no-conflict
218,Israel,2025,11420.1981,37170.0,-69.2757651331719,conflict
128,Iran,2025,47.073100000000004,168.0,-71.98029761904762,conflict
117,Ukraine,2025,12381.5342,54536.0,-77.2965853747983,conflict
