,country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
119,100,Hungary,2026,0.43320000000000003,0.0,,low
120,110,Belarus,2026,0.4311,0.0,,low
121,112,Finland,2026,0.4301,0.0,,low
122,132,United Arab Emirates,2026,0.4252,0.0,,low
123,99,Denmark,2026,0.4245,0.0,,low
124,73,Tunisia,2026,0.42419999999999997,0.0,,low
125,108,Netherlands,2026,0.4233,0.0,,low
126,109,Switzerland,2026,0.423,0.0,,low
127,118,Maldives,2026,0.4181,0.0,,low
128,146,South Korea,2026,0.417,0.0,,low
129,107,Luxembourg,2026,0.4166,0.0,,low
130,134,Kyrgyzstan,2026,0.4147,0.0,,low
131,142,Japan,2026,0.4142,0.0,,low
132,159,Comoros,2026,0.41300000000000003,0.0,,low
133,183,Canada,2026,0.4129,0.0,,low
134,171,New Zealand,2026,0.4119,0.0,,low
135,206,Singapore,2026,0.4118,0.0,,low
136,166,Congo,2026,0.4073,0.0,,low
137,154,Botswana,2026,0.4031,0.0,,low
138,181,Tuvalu,2026,0.4028,0.0,,low
139,180,Solomon Is.,2026,0.402,0.0,,low
140,63,Kazakhstan,2026,0.40190000000000003,0.0,,low
141,182,Vanuatu,2026,0.4011,0.0,,low
142,178,Nauru,2026,0.4008,0.0,,low
143,174,Seychelles,2026,0.4005,0.0,,low
144,168,Fiji,2026,0.4,0.0,,low
145,48,Guinea,2026,0.3973,0.0,,low
146,139,Bhutan,2026,0.3906,0.0,,low
147,158,Zimbabwe,2026,0.3492,0.0,,low
148,52,Senegal,2026,0.3455,0.0,,low
149,148,Laos,2026,0.33940000000000003,0.0,,low
150,205,Malaysia,2026,0.3263,0.0,,low
151,123,Uzbekistan,2026,0.3224,0.0,,low
152,122,Turkmenistan,2026,0.3199,0.0,,low
153,127,Bahrain,2026,0.2984,0.0,,low
154,92,Georgia,2026,0.2912,0.0,,low
155,105,France,2026,0.2748,0.0,,low
156,104,Belgium,2026,0.2701,0.0,,low
157,160,Lesotho,2026,0.26739999999999997,0.0,,low
158,129,Kuwait,2026,0.2333,0.0,,low
159,135,Nepal,2026,0.21660000000000001,0.0,,low
160,116,Romania,2026,0.1964,0.0,,low
161,163,South Africa,2026,0.1887,0.0,,low
162,86,Macedonia,2026,0.1855,0.0,,low
163,31,El Salvador,2026,0.1811,0.0,,low
164,46,Spain,2026,0.1766,0.0,,low
165,39,United Kingdom,2026,0.1717,0.0,,low
166,121,Sri Lanka,2026,0.16570000000000001,0.0,,low
167,83,Bosnia and Herzegovina,2026,0.1613,0.0,,low
168,232,Kosovo,2026,0.1557,0.0,,low
169,231,Montenegro,2026,0.1471,0.0,,low
170,27,Belize,2026,0.1235,0.0,,low
171,115,Moldova,2026,0.1207,0.0,,low
172,184,Germany,2026,0.1182,0.0,,low
173,53,Sierra Leone,2026,0.113,0.0,,low
174,98,Czech Republic,2026,0.1081,0.0,,low
175,170,Namibia,2026,0.1062,0.0,,low
176,43,Liberia,2026,0.1062,0.0,,low
177,233,Serbia,2026,0.1057,0.0,,low
178,113,Latvia,2026,0.104,0.0,,low
179,102,Slovakia,2026,0.1036,0.0,,low
180,84,Croatia,2026,0.1022,0.0,,low
181,114,Lithuania,2026,0.1016,0.0,,low
182,103,Slovenia,2026,0.0999,0.0,,low
183,111,Estonia,2026,0.0986,0.0,,low
184,35,Antigua and Barbuda,2026,0.0985,0.0,,low
185,176,Timor Leste,2026,0.0967,0.0,,low
186,140,Brunei,2026,0.0927,0.0,,low
187,152,Marshall Is.,2026,0.0926,0.0,,low
188,153,Micronesia,2026,0.0926,0.0,,low
189,144,Palau,2026,0.0926,0.0,,low
190,36,St. Kitts and Nevis,2026,0.0926,0.0,,low
