,country_id,country,year,main_mean,actuals_last_12months
143,102,Slovakia,2026,0.1036,0.0
144,84,Croatia,2026,0.1022,0.0
145,114,Lithuania,2026,0.1016,0.0
146,103,Slovenia,2026,0.0999,0.0
147,111,Estonia,2026,0.0986,0.0
148,35,Antigua and Barbuda,2026,0.0985,0.0
149,176,Timor Leste,2026,0.0967,0.0
150,140,Brunei,2026,0.0927,0.0
151,152,Marshall Is.,2026,0.0926,0.0
152,153,Micronesia,2026,0.0926,0.0
153,144,Palau,2026,0.0926,0.0
154,36,St. Kitts and Nevis,2026,0.0926,0.0
