,country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
39,130,Qatar,2026,18.2611,6.0,204.35166666666666,low
32,213,Libya,2026,30.7984,12.0,156.65333333333334,medium
44,234,United States,2026,7.4065,3.0,146.88333333333335,low
48,222,Egypt,2026,6.1365,3.0,104.54999999999998,low
47,126,Azerbaijan,2026,6.427099999999999,4.0,60.67749999999998,low
6,124,Yemen,2026,2191.838,1430.0,53.275384615384624,war
55,42,Ghana,2026,2.9159,2.0,45.79500000000001,low
56,164,Swaziland,2026,2.8622,2.0,43.11000000000001,low
34,9,Brazil,2026,25.5422,18.0,41.90111111111111,medium
46,131,Saudi Arabia,2026,6.9725,5.0,39.45,low
2,136,Pakistan,2026,4322.1464,3149.0,37.25456970466814,war
28,237,Kenya,2026,63.2626,47.0,34.60127659574468,medium
13,223,India,2026,702.2459,554.0,26.759187725631772,high
23,145,Philippines,2026,165.1141,135.0,22.306740740740747,high
45,138,Bangladesh,2026,7.0212,6.0,17.020000000000003,low
69,41,Cote d'Ivoire,2026,1.0161,1.0,1.6100000000000003,low
19,162,Mozambique,2026,248.667,249.0,-0.1337349397590355,high
3,120,Somalia,2026,3498.9602,3584.0,-2.3727622767857146,war
20,69,Cameroon,2026,228.68630000000002,241.0,-5.1094190871369225,high
41,81,Togo,2026,13.252,14.0,-5.342857142857138,low
12,50,Mali,2026,1208.5652,1290.0,-6.3127751937984495,war
30,214,Chad,2026,40.2466,43.0,-6.403255813953486,medium
35,11,Ecuador,2026,21.235,23.0,-7.6739130434782625,low
4,79,Nigeria,2026,3341.44,3706.0,-9.83702104695089,war
74,25,Jamaica,2026,0.8955,1.0,-10.450000000000003,low
17,28,Colombia,2026,317.9939,364.0,-12.639038461538462,high
50,179,Papua New Guinea,2026,5.0819,6.0,-15.301666666666666,low
18,133,Afghanistan,2026,313.738,374.0,-16.11283422459893,high
7,57,Ethiopia,2026,1860.9812,2394.0,-22.264778613199667,war
53,156,Rwanda,2026,3.8001,5.0,-23.998,low
42,147,Cambodia,2026,8.2814,11.0,-24.71454545454546,low
33,67,Algeria,2026,25.7728,35.0,-26.36342857142857,medium
49,235,Uganda,2026,5.4155,8.0,-32.306250000000006,low
27,209,Indonesia,2026,80.3668,119.0,-32.46487394957983,medium
25,60,Iraq,2026,129.6118,193.0,-32.84362694300519,high
