,country_id,country,year,main_mean,actuals_last_12months
142,174,Seychelles,2026,0.0293,0.0
143,80,Sao Tome and Principe,2026,0.0293,0.0
144,98,Czech Republic,2026,0.0264,0.0
145,45,Portugal,2026,0.025400000000000002,0.0
146,18,Barbados,2026,0.0249,0.0
147,108,Netherlands,2026,0.022600000000000002,0.0
148,114,Lithuania,2026,0.0206,0.0
149,37,Iceland,2026,0.0165,0.0
150,103,Slovenia,2026,0.015099999999999999,0.0
151,107,Luxembourg,2026,0.013,0.0
152,109,Switzerland,2026,0.013,0.0
153,90,Cyprus,2026,0.0097,0.0
154,171,New Zealand,2026,0.0095,0.0
